NodeID,EV_Count,Pile_Count
0,1091.2121025329857,0.0
1,1329.8208629303156,6.0
2,1765.8715780742193,4.0
3,31.902673416721026,0.0
4,6650.339693539673,25.0
5,1170.8618986295085,41.0
6,999.7675519474496,0.0
7,381.6296597932163,0.0
8,288.06877091682344,0.0
9,2334.0627691154355,37.0
10,708.2780303708944,0.0
11,2784.3079922295856,19.0
12,6364.885376152867,73.0
13,3440.237970782298,25.0
14,1020.9885972132594,8.0
15,973.7387433990057,33.0
16,4044.81886861209,96.0
